0;0;0;0;0;0;0;0;0;0;0;0;0;7;15;13;1;36;0;1.78;3;14;0;22;2;0;0;0;0;5
19;5;38;0.37;3.8;0;1;4;10;0.6;-0.3;2.4;0;5;5;7;0;17;0;1.88;0;1;0;13;1;0;1;0;0;5
2;1;6;0.17;0.67;0;0;0;2;1;0;1.5;0;0;1;1;0;2;0;1.5;0;3;0;4;0;0;0;0;0;3
5;6;26;-0.04;1;0;1;1;14;0.93;0;1.86;0;0;1;2;1;4;0;1;2;5;0;8;2;0;0;0;0;5
3;3;12;0;0.75;0;0;2;10;0.8;-0.2;2.6;0;1;0;1;0;2;0;2;0;3;0;1;1;0;0;0;0;4
2;2;8;0;0.67;0;1;1;2;0.5;0;1.5;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;3
0;1;1;-1;0;0;0;1;7;0.86;-0.14;2.43;0;0;0;0;0;0;0;0;7;23;0;3;0;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
2;1;8;0.12;0.4;0;2;1;8;0.88;0.12;1.62;0;0;0;0;0;0;0;0;0;3;0;7;0;1;0;0;0.2;5
11;6;37;0.14;2.2;0;3;2;21;0.9;0.05;1.95;0;7;9;8;1;25;0;1.88;1;6;0;16;0;0;0;0;0;5
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
4;1;8;0.38;0.8;0;0;0;13;1;0;2.15;0;0;0;0;0;0;0;0;0;1;0;2;3;3;1;0;0.6;5
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
1;0;1;1;0.33;0;0;1;1;0;-1;3;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0.33;3
3;0;4;0.75;0.6;0;0;2;16;0.88;-0.12;1.88;0;0;0;1;0;1;0;1;33;101;0;14;0;1;0;0;0.2;5
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
52;26;149;0.17;10.4;0;8;15;104;0.86;-0.07;2.06;0;20;31;33;3;87;0;1.78;46;164;0;94;9;6;2;0;1.2;5
50;33;175;0.1;10;0;6;11;102;0.89;-0.05;1.85;0;35;18;29;7;89;0;1.91;44;163;1;82;5;0;0;1;0;5
